op,format,engine,regime,board,group,result_lane,e2e_evidence,measurement_state,disposition,cold,opponent_tier,opponent_symbol,correctness,run_id,freshness,tn_qualification,master_qualified,selection_valid,evidence_lane,source,citation_status
vec_dot,mxfp4,rvv,micro-fixed,rvv,matmul,T3-kernel-cell,false,open,pending-fold,,手调,ggml_vec_dot_mxfp4_q8_0_vl128,unresolved,,unresolved,unqualified,false,false,none,,open
vec_dot,mxfp4,rvv,micro-fixed,k1,matmul,T3-kernel-cell,false,open,pending-fold,,手调,ggml_vec_dot_mxfp4_q8_0_vl256,unresolved,,unresolved,unqualified,false,false,none,,open
vec_dot,nvfp4,rvv,micro-fixed,rvv,matmul,T3-kernel-cell,false,measured,具名-X,0.565,标量类,ggml_vec_dot_nvfp4_q8_0,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=vec_dot format=nvfp4 engine=rvv regime=micro-fixed board=rvv,legacy-unlinked
vec_dot,nvfp4,rvv,micro-fixed,k1,matmul,T3-kernel-cell,false,measured,PASS,1.086,标量类,ggml_vec_dot_nvfp4_q8_0,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=vec_dot format=nvfp4 engine=rvv regime=micro-fixed board=k1,legacy-unlinked
vec_dot,tq1_0,rvv,micro-fixed,rvv,matmul,T3-kernel-cell,false,measured,PASS,0.82,手调,ggml_vec_dot_tq1_0_q8_K_vl128.isra.0,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=vec_dot format=tq1_0 engine=rvv regime=micro-fixed board=rvv,legacy-unlinked
vec_dot,tq1_0,rvv,micro-fixed,k1,matmul,T3-kernel-cell,false,measured,PASS,0.82,手调,..._vl256,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=vec_dot format=tq1_0 engine=rvv regime=micro-fixed board=k1,legacy-unlinked
vec_dot,tq2_0,rvv,micro-fixed,rvv,matmul,T3-kernel-cell,false,measured,PASS,0.975,手调,ggml_vec_dot_tq2_0_q8_K_vl128.isra.0,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=vec_dot format=tq2_0 engine=rvv regime=micro-fixed board=rvv,legacy-unlinked
vec_dot,tq2_0,rvv,micro-fixed,k1,matmul,T3-kernel-cell,false,measured,PASS,0.879,手调,..._vl256,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=vec_dot format=tq2_0 engine=rvv regime=micro-fixed board=k1,legacy-unlinked
product_reduce,q4_0_nibble,rvv,micro-fixed,rvv,product_reduce,T3-kernel-cell,false,measured,PASS,2.712,标量类,ggml scalar-ref(fallback),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=product_reduce format=q4_0_nibble engine=rvv regime=micro-fixed board=rvv,legacy-unlinked
product_reduce,q4_0_nibble,rvv,micro-fixed,k1,product_reduce,T3-kernel-cell,false,measured,PASS,1.166,标量类,ggml scalar-ref(fallback),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=product_reduce format=q4_0_nibble engine=rvv regime=micro-fixed board=k1,legacy-unlinked
product_reduce,offset_binary_n3,rvv,micro-fixed,rvv,product_reduce,T3-kernel-cell,false,measured,PASS,0.855,标量类,ggml scalar-ref(fallback),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=product_reduce format=offset_binary_n3 engine=rvv regime=micro-fixed board=rvv,legacy-unlinked
product_reduce,offset_binary_n3,rvv,micro-fixed,k1,product_reduce,T3-kernel-cell,false,measured,PASS,0.86,标量类,ggml scalar-ref(fallback),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=product_reduce format=offset_binary_n3 engine=rvv regime=micro-fixed board=k1,legacy-unlinked
product_reduce,codebook_n3,rvv,micro-fixed,rvv,product_reduce,T3-kernel-cell,false,measured,PASS,1.978,标量类,ggml scalar-ref(fallback),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=product_reduce format=codebook_n3 engine=rvv regime=micro-fixed board=rvv,legacy-unlinked
product_reduce,codebook_n3,rvv,micro-fixed,k1,product_reduce,T3-kernel-cell,false,measured,PASS,1.096,标量类,ggml scalar-ref(fallback),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=product_reduce format=codebook_n3 engine=rvv regime=micro-fixed board=k1,legacy-unlinked
quantize_row,q8_0,rvv,micro-fixed,rvv,quantize,T3-kernel-cell,false,measured,PASS,1.0,通用向量,quantize_row_q8_0,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=quantize_row format=q8_0 engine=rvv regime=micro-fixed board=rvv,legacy-unlinked
quantize_row,q8_0,rvv,micro-fixed,k1,quantize,T3-kernel-cell,false,measured,PASS,1.0,通用向量,quantize_row_q8_0,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=quantize_row format=q8_0 engine=rvv regime=micro-fixed board=k1,legacy-unlinked
quantize_row,q8_1,rvv,micro-fixed,rvv,quantize,T3-kernel-cell,false,measured,PASS,1.0,通用向量,quantize_row_q8_1,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=quantize_row format=q8_1 engine=rvv regime=micro-fixed board=rvv,legacy-unlinked
quantize_row,q8_1,rvv,micro-fixed,k1,quantize,T3-kernel-cell,false,measured,PASS,1.0,通用向量,quantize_row_q8_1,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=quantize_row format=q8_1 engine=rvv regime=micro-fixed board=k1,legacy-unlinked
quantize_row,q8_K,rvv,micro-fixed,rvv,quantize,T3-kernel-cell,false,measured,PASS,1.0,通用向量,quantize_row_q8_K,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=quantize_row format=q8_K engine=rvv regime=micro-fixed board=rvv,legacy-unlinked
quantize_row,q8_K,rvv,micro-fixed,k1,quantize,T3-kernel-cell,false,measured,PASS,1.004,通用向量,quantize_row_q8_K,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=quantize_row format=q8_K engine=rvv regime=micro-fixed board=k1,legacy-unlinked
dequantize_row,q4_0,rvv,micro-fixed,rvv,dequant,T3-kernel-cell,false,measured,PASS,2.1,标量类,dequantize_row_q4_0,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=dequantize_row format=q4_0 engine=rvv regime=micro-fixed board=rvv,legacy-unlinked
dequantize_row,q4_0,rvv,micro-fixed,k1,dequant,T3-kernel-cell,false,measured,PASS,1.437,标量类,dequantize_row_q4_0,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=dequantize_row format=q4_0 engine=rvv regime=micro-fixed board=k1,legacy-unlinked
dequantize_row,q4_1,rvv,micro-fixed,rvv,dequant,T3-kernel-cell,false,measured,PASS,2.29,标量类,dequantize_row_q4_1,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=dequantize_row format=q4_1 engine=rvv regime=micro-fixed board=rvv,legacy-unlinked
dequantize_row,q4_1,rvv,micro-fixed,k1,dequant,T3-kernel-cell,false,measured,PASS,1.396,标量类,dequantize_row_q4_1,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=dequantize_row format=q4_1 engine=rvv regime=micro-fixed board=k1,legacy-unlinked
dequantize_row,q5_0,rvv,micro-fixed,rvv,dequant,T3-kernel-cell,false,measured,PASS,5.96,标量类,dequantize_row_q5_0,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=dequantize_row format=q5_0 engine=rvv regime=micro-fixed board=rvv,legacy-unlinked
dequantize_row,q5_0,rvv,micro-fixed,k1,dequant,T3-kernel-cell,false,measured,PASS,4.22,标量类,dequantize_row_q5_0,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=dequantize_row format=q5_0 engine=rvv regime=micro-fixed board=k1,legacy-unlinked
dequantize_row,q5_1,rvv,micro-fixed,rvv,dequant,T3-kernel-cell,false,measured,PASS,6.44,标量类,dequantize_row_q5_1,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=dequantize_row format=q5_1 engine=rvv regime=micro-fixed board=rvv,legacy-unlinked
dequantize_row,q5_1,rvv,micro-fixed,k1,dequant,T3-kernel-cell,false,measured,PASS,4.421,标量类,dequantize_row_q5_1,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=dequantize_row format=q5_1 engine=rvv regime=micro-fixed board=k1,legacy-unlinked
dequantize_row,q8_0,rvv,micro-fixed,rvv,dequant,T3-kernel-cell,false,measured,PASS,2.33,标量类,dequantize_row_q8_0,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=dequantize_row format=q8_0 engine=rvv regime=micro-fixed board=rvv,legacy-unlinked
dequantize_row,q8_0,rvv,micro-fixed,k1,dequant,T3-kernel-cell,false,measured,PASS,1.067,标量类,dequantize_row_q8_0,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=dequantize_row format=q8_0 engine=rvv regime=micro-fixed board=k1,legacy-unlinked
dequantize_row,q1_0,rvv,micro-fixed,rvv,dequant,T3-kernel-cell,false,open,域外-永久(q1_0),,域外,(Weft-internal),unresolved,,unresolved,unqualified,false,false,none,,open
dequantize_row,q1_0,rvv,micro-fixed,k1,dequant,T3-kernel-cell,false,open,域外-永久(q1_0),,域外,(Weft-internal),unresolved,,unresolved,unqualified,false,false,none,,open
dequantize_row,q2_K,rvv,micro-fixed,rvv,dequant,T3-kernel-cell,false,open,PASS,1.22,标量类,dequantize_row_q2_K,unresolved,,unresolved,unqualified,false,false,none,,legacy-unlinked
dequantize_row,q2_K,rvv,micro-fixed,k1,dequant,T3-kernel-cell,false,measured,PASS,0.828,标量类,dequantize_row_q2_K,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=dequantize_row format=q2_K engine=rvv regime=micro-fixed board=k1,legacy-unlinked
dequantize_row,q3_K,rvv,micro-fixed,rvv,dequant,T3-kernel-cell,false,open,PASS,2.62,标量类,dequantize_row_q3_K,unresolved,,unresolved,unqualified,false,false,none,,legacy-unlinked
dequantize_row,q3_K,rvv,micro-fixed,k1,dequant,T3-kernel-cell,false,measured,PASS,3.227,标量类,dequantize_row_q3_K,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=dequantize_row format=q3_K engine=rvv regime=micro-fixed board=k1,legacy-unlinked
dequantize_row,q4_K,rvv,micro-fixed,rvv,dequant,T3-kernel-cell,false,open,PASS,1.01,标量类,dequantize_row_q4_K,unresolved,,unresolved,unqualified,false,false,none,,legacy-unlinked
dequantize_row,q4_K,rvv,micro-fixed,k1,dequant,T3-kernel-cell,false,measured,PASS,4.315,标量类,dequantize_row_q4_K,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=dequantize_row format=q4_K engine=rvv regime=micro-fixed board=k1,legacy-unlinked
dequantize_row,q5_K,rvv,micro-fixed,rvv,dequant,T3-kernel-cell,false,open,PASS,2.19,标量类,dequantize_row_q5_K,unresolved,,unresolved,unqualified,false,false,none,,legacy-unlinked
dequantize_row,q5_K,rvv,micro-fixed,k1,dequant,T3-kernel-cell,false,measured,PASS,5.127,标量类,dequantize_row_q5_K,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=dequantize_row format=q5_K engine=rvv regime=micro-fixed board=k1,legacy-unlinked
dequantize_row,q6_K,rvv,micro-fixed,rvv,dequant,T3-kernel-cell,false,open,PASS,1.49,标量类,dequantize_row_q6_K,unresolved,,unresolved,unqualified,false,false,none,,legacy-unlinked
dequantize_row,q6_K,rvv,micro-fixed,k1,dequant,T3-kernel-cell,false,measured,PASS,1.115,标量类,dequantize_row_q6_K,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=dequantize_row format=q6_K engine=rvv regime=micro-fixed board=k1,legacy-unlinked
dequantize_row,iq1_s,rvv,micro-fixed,rvv,dequant,T3-kernel-cell,false,open,PASS,0.99,标量类,dequantize_row_iq1_s,unresolved,,unresolved,unqualified,false,false,none,,legacy-unlinked
dequantize_row,iq1_s,rvv,micro-fixed,k1,dequant,T3-kernel-cell,false,measured,PASS,2.893,标量类,dequantize_row_iq1_s,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=dequantize_row format=iq1_s engine=rvv regime=micro-fixed board=k1,legacy-unlinked
dequantize_row,iq1_m,rvv,micro-fixed,rvv,dequant,T3-kernel-cell,false,open,PASS,1.03,标量类,dequantize_row_iq1_m,unresolved,,unresolved,unqualified,false,false,none,,legacy-unlinked
dequantize_row,iq1_m,rvv,micro-fixed,k1,dequant,T3-kernel-cell,false,measured,PASS,3.545,标量类,dequantize_row_iq1_m,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=dequantize_row format=iq1_m engine=rvv regime=micro-fixed board=k1,legacy-unlinked
dequantize_row,iq2_xxs,rvv,micro-fixed,rvv,dequant,T3-kernel-cell,false,open,PASS,2.26,标量类,dequantize_row_iq2_xxs,unresolved,,unresolved,unqualified,false,false,none,,legacy-unlinked
dequantize_row,iq2_xxs,rvv,micro-fixed,k1,dequant,T3-kernel-cell,false,measured,PASS,2.475,标量类,dequantize_row_iq2_xxs,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=dequantize_row format=iq2_xxs engine=rvv regime=micro-fixed board=k1,legacy-unlinked
dequantize_row,iq2_xs,rvv,micro-fixed,rvv,dequant,T3-kernel-cell,false,open,PASS,3.88,标量类,dequantize_row_iq2_xs,unresolved,,unresolved,unqualified,false,false,none,,legacy-unlinked
dequantize_row,iq2_xs,rvv,micro-fixed,k1,dequant,T3-kernel-cell,false,measured,PASS,0.923,标量类,dequantize_row_iq2_xs,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=dequantize_row format=iq2_xs engine=rvv regime=micro-fixed board=k1,legacy-unlinked
dequantize_row,iq2_s,rvv,micro-fixed,rvv,dequant,T3-kernel-cell,false,open,PASS,2.18,标量类,dequantize_row_iq2_s,unresolved,,unresolved,unqualified,false,false,none,,legacy-unlinked
dequantize_row,iq2_s,rvv,micro-fixed,k1,dequant,T3-kernel-cell,false,measured,PASS,1.813,标量类,dequantize_row_iq2_s,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=dequantize_row format=iq2_s engine=rvv regime=micro-fixed board=k1,legacy-unlinked
dequantize_row,iq3_xxs,rvv,micro-fixed,rvv,dequant,T3-kernel-cell,false,open,PASS,1.39,标量类,dequantize_row_iq3_xxs,unresolved,,unresolved,unqualified,false,false,none,,legacy-unlinked
dequantize_row,iq3_xxs,rvv,micro-fixed,k1,dequant,T3-kernel-cell,false,measured,PASS,1.62,标量类,dequantize_row_iq3_xxs,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=dequantize_row format=iq3_xxs engine=rvv regime=micro-fixed board=k1,legacy-unlinked
