op,format,engine,regime,group,rvv_tier,rvv_disp,rvv_cold,rvv_opp_sym,rvv_note,k1_tier,k1_disp,k1_cold,k1_opp_sym,k1_note
vec_dot,nvfp4,,,matmul,标量类,具名-X,0.565,ggml_vec_dot_nvfp4_q8_0,generic-C autovec NO-riscv-spec→标量类(§〇.1)〔V〕,标量类,PASS,1.086,ggml_vec_dot_nvfp4_q8_0,generic-C autovec→标量类〔V〕
vec_dot,tq1_0,,,matmul,手调,具名-X,0.207,ggml_vec_dot_tq1_0_q8_K_vl128.isra.0,objdump rvv:114/vec45/mac14·ternary vl128手写→手调〔清偿〕,手调,具名-X,0.606,..._vl256,objdump k1:172/vec93/mac32→手调〔清偿〕
vec_dot,tq2_0,,,matmul,手调,PASS,0.975,ggml_vec_dot_tq2_0_q8_K_vl128.isra.0,objdump rvv:85/vec46/mac10→手调〔清偿〕,手调,PASS,0.879,..._vl256,objdump k1:88/vec46/mac10→手调〔清偿〕
product_reduce,q4_0_nibble,,,product_reduce,标量类,PASS,2.712,ggml scalar-ref(fallback),internal sub-primitive·§〇.2兜底·待补标量仗,标量类,PASS,1.166,ggml scalar-ref(fallback),internal sub-primitive·§〇.2兜底·待补标量仗
product_reduce,offset_binary_n3,,,product_reduce,标量类,PASS,0.855,ggml scalar-ref(fallback),internal sub-primitive·§〇.2兜底·待补标量仗,标量类,PASS,0.86,ggml scalar-ref(fallback),internal sub-primitive·§〇.2兜底·待补标量仗
product_reduce,codebook_n3,,,product_reduce,标量类,PASS,1.978,ggml scalar-ref(fallback),internal sub-primitive·§〇.2兜底·待补标量仗,标量类,PASS,1.096,ggml scalar-ref(fallback),internal sub-primitive·§〇.2兜底·待补标量仗
quantize_row,q8_0,,,quantize,通用向量,PASS,1.0,quantize_row_q8_0,★ggml-cpu/arch/riscv/quants.c 手写__riscv_v intrinsic(非scalar autovec)→通用向量〔V-纠·source铁证·objdump待§六补〕,通用向量,PASS,1.0,quantize_row_q8_0,★ggml-cpu/arch/riscv/quants.c 手写__riscv_v intrinsic(非scalar autovec)→通用向量〔V-纠·source铁证·objdump待§六补〕
quantize_row,q8_1,,,quantize,通用向量,PASS,1.0,quantize_row_q8_1,★ggml-cpu/arch/riscv/quants.c 手写__riscv_v intrinsic(非scalar autovec)→通用向量〔V-纠·source铁证·objdump待§六补〕,通用向量,PASS,1.0,quantize_row_q8_1,★ggml-cpu/arch/riscv/quants.c 手写__riscv_v intrinsic(非scalar autovec)→通用向量〔V-纠·source铁证·objdump待§六补〕
quantize_row,q8_K,,,quantize,通用向量,PASS,1.0,quantize_row_q8_K,★ggml-cpu/arch/riscv/quants.c 手写__riscv_v intrinsic(非scalar autovec)→通用向量〔V-纠·source铁证·objdump待§六补〕,通用向量,PASS,1.004,quantize_row_q8_K,★ggml-cpu/arch/riscv/quants.c 手写__riscv_v intrinsic(非scalar autovec)→通用向量〔V-纠·source铁证·objdump待§六补〕
dequantize_row,q4_0,,,dequant,标量类,PASS,2.51,dequantize_row_q4_0,clang世界(单一编译器世界)·opp=dequantize_row autovec(便宜档)·具名-X→PASS·便宜档禁称硬赢(A1§2·s1 2.51/s2 2.90),标量类,PASS,1.437,dequantize_row_q4_0,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17)
dequantize_row,q4_1,,,dequant,标量类,PASS,1.284,dequantize_row_q4_1,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17),标量类,PASS,1.396,dequantize_row_q4_1,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17)
dequantize_row,q5_0,,,dequant,标量类,PASS,1.007,dequantize_row_q5_0,clang世界·opp=autovec·具名-X→PASS·★parity 编译器中性真结果(双方 memory-bound 0.60GB/s·qh5bit DRAM墙)(A1§2·s1/s2 1.007),标量类,PASS,4.22,dequantize_row_q5_0,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17)
dequantize_row,q5_1,,,dequant,标量类,PASS,1.02,dequantize_row_q5_1,clang世界·opp=autovec·具名-X→PASS·★parity 编译器中性真结果(双方 memory-bound 0.60GB/s·qh5bit DRAM墙)(A1§2·s1/s2 1.02),标量类,PASS,4.421,dequantize_row_q5_1,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17)
dequantize_row,q8_0,,,dequant,标量类,PASS,0.838,dequantize_row_q8_0,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17),标量类,PASS,1.067,dequantize_row_q8_0,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17)
dequantize_row,q1_0,,,dequant,域外,域外-永久(q1_0),,(Weft-internal),q1_0 internal-A/B·永久域外·非分母,域外,域外-永久(q1_0),,(Weft-internal),q1_0 internal-A/B·永久域外·非分母
dequantize_row,q2_K,,,dequant,标量类,PASS,,dequantize_row_q2_K,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17),标量类,PASS,0.828,dequantize_row_q2_K,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17)
dequantize_row,q3_K,,,dequant,标量类,PASS,,dequantize_row_q3_K,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17),标量类,PASS,3.227,dequantize_row_q3_K,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17)
dequantize_row,q4_K,,,dequant,标量类,具名-X,,dequantize_row_q4_K,clang18 rvv0 真SCALAR·autovec弱(单世界clang) · scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17),标量类,PASS,4.315,dequantize_row_q4_K,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17)
dequantize_row,q5_K,,,dequant,标量类,具名-X,,dequantize_row_q5_K,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17),标量类,PASS,5.127,dequantize_row_q5_K,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17)
dequantize_row,q6_K,,,dequant,标量类,PASS,,dequantize_row_q6_K,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17),标量类,PASS,1.115,dequantize_row_q6_K,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17)
dequantize_row,iq1_s,,,dequant,标量类,PASS,,dequantize_row_iq1_s,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17),标量类,PASS,2.893,dequantize_row_iq1_s,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17)
dequantize_row,iq1_m,,,dequant,标量类,具名-X,,dequantize_row_iq1_m,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17),标量类,PASS,3.545,dequantize_row_iq1_m,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17)
dequantize_row,iq2_xxs,,,dequant,标量类,PASS,,dequantize_row_iq2_xxs,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17),标量类,PASS,2.475,dequantize_row_iq2_xxs,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17)
dequantize_row,iq2_xs,,,dequant,标量类,pending(照测未定verdict),,dequantize_row_iq2_xs,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17),标量类,PASS,0.923,dequantize_row_iq2_xs,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17)
dequantize_row,iq2_s,,,dequant,标量类,PASS,1.7534,dequantize_row_iq2_s,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17),标量类,PASS,1.813,dequantize_row_iq2_s,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17)
dequantize_row,iq3_xxs,,,dequant,标量类,具名-X,0.36,dequantize_row_iq3_xxs,★R线§四.1 de-lottery·owned 真向量 emit(ISSUE-001 反转·[L-8]满足)·byte-exact GREEN·批量宽gather优化后 0.360×(naive 0.181→0.360·storm vset129→33 objdump双证)·具名-X·★HW-gather-STRATEGY 天花板·grid-codebook 通用·【非架构不可达】(对手 objdump HW_GATHER=0 用标量load·parity lever=owned 标量-load emit·gated on 调度成熟度[项目级]·ISSUE-107)·勿称赢·收口未达,标量类,具名-X,0.526,dequantize_row_iq3_xxs,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17)
dequantize_row,iq3_s,,,dequant,标量类,具名-X,,dequantize_row_iq3_s,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17),标量类,具名-X,0.665,dequantize_row_iq3_s,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17)
dequantize_row,iq4_nl,,,dequant,标量类,PASS,,dequantize_row_iq4_nl,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17),标量类,PASS,3.867,dequantize_row_iq4_nl,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17)
dequantize_row,iq4_xs,,,dequant,标量类,具名-X,,dequantize_row_iq4_xs,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17),标量类,PASS,3.151,dequantize_row_iq4_xs,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17)
dequantize_row,mxfp4,,,dequant,标量类,PASS,,dequantize_row_mxfp4,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17),标量类,PASS,3.13,dequantize_row_mxfp4,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17)
dequantize_row,nvfp4,,,dequant,标量类,PASS,2.1736,dequantize_row_nvfp4,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17),标量类,具名-X,0.716,dequantize_row_nvfp4,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17)
dequantize_row,tq1_0,,,dequant,标量类,PASS,,dequantize_row_tq1_0,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17),标量类,PASS,4.285,dequantize_row_tq1_0,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17)
dequantize_row,tq2_0,,,dequant,标量类,具名-X,,dequantize_row_tq2_0,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17),标量类,PASS,4.232,dequantize_row_tq2_0,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17)
gemm_tile,q4_0,rvv,decode,matmul,通用向量,PASS(decode-M1-GEVM),6.909,ggml_vec_dot_q4_0_q8_0(block-dot),★二义解〔清偿〕:stock 有 repack(ggml_gemm_q4_0_8x8/16x1)但 VLEN128 gate-off·真派发=block-dot→通用向量·我方win=routing白嫖非beat-repack·decode+prefill·e2e 5.92×/1.91× ·[decode-M1: 便宜档-weak-q4_0-block-dot-VLEN128-gate-off·big-multiple≠hard-win],通用向量,PASS(decode-M1-GEVM),2.575,block-dot,pending-fold ·[decode-M1: 便宜档-what-if(k1 front-door DECLINE repack@decode·force-construct)]
gemm_tile,q4_0,rvv,prefill,matmul,通用向量,PASS,6.224,ggml_vec_dot_q4_0_q8_0(block-dot),★二义解〔清偿〕:stock 有 repack(ggml_gemm_q4_0_8x8/16x1)但 VLEN128 gate-off·真派发=block-dot→通用向量·我方win=routing白嫖非beat-repack·decode+prefill·e2e 5.92×/1.91×,通用向量,PASS,3.5,block-dot,pending-fold
gemm_tile,q4_1,rvv,decode,matmul,通用向量,pending-fold,,ggml_vec_dot_q4_1_q8_1(CROSSOP),block-dot vectorized·nibble-unpack非autovec-able→通用向量〔V-纠〕·e2e 3.68×,通用向量,pending-fold,,ggml_vec_dot_q4_1_q8_1(CROSSOP),block-dot→通用向量〔V-纠〕·pending-fold
gemm_tile,q4_1,rvv,prefill,matmul,通用向量,PASS,6.105,ggml_vec_dot_q4_1_q8_1(CROSSOP),block-dot vectorized·nibble-unpack非autovec-able→通用向量〔V-纠〕·e2e 3.68×,通用向量,PASS,7.11,ggml_vec_dot_q4_1_q8_1(CROSSOP),block-dot→通用向量〔V-纠〕·pending-fold
gemm_tile,q5_0,rvv,decode,matmul,通用向量,PASS(decode-M1-GEVM),0.947,FLAT block-dot,e2e prefill 1.21×·pending-fold ·[decode-M1: near-parity-memory-leaning-compiler-sensitive(clang0.794 named-X)],通用向量,PASS-DEPLOYED(decode-GEVM·C1),1.205,FLAT block-dot,pending-fold ·[decode-M1: C1-deployed·batch4 免测确认1.205×] ·[★裁决④吸纳: deploy k1 repack-GEVM(decode) 1.760× kernel + e2e 2×(独立验证 a6fdf1a3/w91jl99ia)·anti-gate: 真实部署路径新格(C1 per-format measured-gate·d109d6ed2)·成色 beat-weak-baseline(stock q5 block-dot compute-bound·非 beat-hand-tuned)]
gemm_tile,q5_0,rvv,prefill,matmul,通用向量,PASS,1.232,FLAT block-dot,e2e prefill 1.21×·pending-fold,通用向量,PASS,2.327,FLAT block-dot,pending-fold
gemm_tile,q5_1,rvv,decode,matmul,通用向量,PASS(decode-M1-GEVM),1.09,FLAT block-dot,e2e prefill 1.09×·pending-fold ·[decode-M1: near-parity],通用向量,PASS-DEPLOYED(decode-GEVM·C1),1.317,FLAT block-dot,pending-fold ·[decode-M1: C1-deployed·batch4 免测确认1.317×] ·[★裁决④吸纳: deploy k1 repack-GEVM(decode) 2.241× kernel + e2e 2×(独立验证 a6fdf1a3/w91jl99ia)·anti-gate: 真实部署路径新格(C1 per-format measured-gate·d109d6ed2)·成色 beat-weak-baseline(stock q5 block-dot compute-bound·非 beat-hand-tuned)]
gemm_tile,q5_1,rvv,prefill,matmul,通用向量,PASS,1.412,FLAT block-dot,e2e prefill 1.09×·pending-fold,通用向量,PASS,2.568,FLAT block-dot,pending-fold
gemm_tile,q8_0,rvv,decode,matmul,通用向量,pending-fold,,FLAT block-dot,e2e 4.35× correctness-carrier·pending-fold,通用向量,pending-fold,,FLAT block-dot,pending-fold
gemm_tile,q8_0,rvv,prefill,matmul,通用向量,PASS,4.752,FLAT block-dot,e2e 4.35× correctness-carrier·pending-fold,通用向量,PASS,1.48,FLAT block-dot,pending-fold
gemm_tile,q1_0,rvv,,matmul,域外,域外-永久(q1_0),,(Weft-internal),q1_0 internal-A/B·永久域外·非分母,域外,域外-永久(q1_0),,(Weft-internal),q1_0 internal-A/B·永久域外·非分母
gemm_tile,q2_K,rvv,decode,matmul,手调,具名-X(decode-M1),0.0685,ggml_vec_dot_q2_K_q8_K_vl128(CROSSOP),our-gemm vs vl128 手调block-dot·cross-op(rvv零K-quant repack) ·[decode-M1: 指令数内禀-fold@M=1不amortize(16-sub-block双fold)·vsetvl922 spill·单世界clang也输0.36(wall非compiler·结构墙)·C3′负],手调,PASS(decode-M1-GEVM),0.9585,ggml_gemm_q2_K_8x8_q8_K(REAL),真16x1/8x8 hand-brick repack STRONG ·[decode-M1: ★near-parity非win(ratio<1.0·弱opp·q2_K 2-bit但16-sub-block最高vsetvl81)·唯一非-loss·成色低不称赢]
gemm_tile,q2_K,rvv,prefill,matmul,手调,PASS,1.112,ggml_vec_dot_q2_K_q8_K_vl128(CROSSOP),our-gemm vs vl128 手调block-dot·cross-op(rvv零K-quant repack),手调,PASS,1.364,ggml_gemm_q2_K_8x8_q8_K(REAL),真16x1/8x8 hand-brick repack STRONG
gemm_tile,q3_K,rvv,decode,matmul,手调,具名-X(decode-M1),0.083,ggml_vec_dot_q3_K_q8_K_vl128(CROSSOP),cross-op vs vl128 手调block-dot ·[decode-M1: 指令数内禀-fold@M=1·vsetvl2225 spill(结构墙·单世界clang)·C3′负],手调,具名-X(decode-M1),0.4252,ggml_vec_dot_q3_K_q8_K_vl256(CROSSOP),q3_K唯一无repack·cross-op vs vl256 手调block-dot ·[decode-M1: 指令数内禀-fold@M=1不amortize(16-sub-block)·C3′负]
gemm_tile,q3_K,rvv,prefill,matmul,手调,PASS,1.399,ggml_vec_dot_q3_K_q8_K_vl128(CROSSOP),cross-op vs vl128 手调block-dot,手调,PASS,2.92,ggml_vec_dot_q3_K_q8_K_vl256(CROSSOP),q3_K唯一无repack·cross-op vs vl256 手调block-dot
gemm_tile,q4_K,rvv,decode,matmul,手调,具名-X(decode-M1),0.361,ggml_vec_dot_q4_K_q8_K_vl128(CROSSOP),cross-op vs vl128 手调block-dot ·[decode-M1: ★genuine-C3′-negative·super-block-fold@M=1不amortize·对手结构优势具名(rvv q4_K native-vec block-dot 3.6×快·gap=opp-strength非我方核·vsetvl1387 spill=指令数内禀墙·单世界clang也输)],手调,PASS(decode-M1-GEVM),1.535,ggml_gemm_q4_K_16x1_q8_K(REAL),真16x1 hand-brick byte-drop-in STRONG(Win-K1-VLEN) ·[decode-M1: 手调-REAL·k1 WIN vs 弱opp·genuine(k1 real repack hand-brick域·batch4·8-sub-block不泛化到16-sub)]
gemm_tile,q4_K,rvv,prefill,matmul,手调,PASS,1.114,ggml_vec_dot_q4_K_q8_K_vl128(CROSSOP),cross-op vs vl128 手调block-dot,手调,PASS,1.187,ggml_gemm_q4_K_16x1_q8_K(REAL),真16x1 hand-brick byte-drop-in STRONG(Win-K1-VLEN)
gemm_tile,q5_K,rvv,decode,matmul,通用向量,具名-X(decode-M1),0.1273,ggml_vec_dot_q5_K_q8_K(CROSSOP),cross-op vs native-vec-moderate(q5_K无vl-spec) ·[decode-M1: 指令数内禀-fold@M=1·vsetvl2952 spill(结构墙·单世界clang)·C3′负],手调,具名-X(decode-M1),0.6806,ggml_gemm_q5_K_8x4_q8_K(repack),repack opponent·★成色升级 DEFERRED(q5_K 8x8 前提证伪·非 verified hand-brick·F-2 纠·真硬赢锁 2=q4_K/q2_K) ·[decode-M1: 指令数内禀-fold@M=1不amortize·C3′负]
gemm_tile,q5_K,rvv,prefill,matmul,通用向量,PASS,1.067,ggml_vec_dot_q5_K_q8_K(CROSSOP),cross-op vs native-vec-moderate(q5_K无vl-spec),手调,PASS,4.448,ggml_gemm_q5_K_8x4_q8_K(repack),repack opponent·★成色升级 DEFERRED(q5_K 8x8 前提证伪·非 verified hand-brick·F-2 纠·真硬赢锁 2=q4_K/q2_K)
gemm_tile,q6_K,rvv,decode,matmul,手调,具名-X(decode-M1),0.0535,ggml_vec_dot_q6_K_q8_K_vl128(CROSSOP),cross-op vs vl128 手调block-dot ·[decode-M1: 指令数内禀-fold@M=1·vsetvl2461 spill(结构墙·单世界clang)·C3′负],手调,具名-X(decode-M1),0.3771,ggml_gemm_q6_K_16x1_q8_K(repack),repack opponent·★成色升级 DEFERRED(非 verified hand-brick·F-2 纠) ·[decode-M1: 指令数内禀-fold@M=1不amortize(16-sub-block)·C3′负]
gemm_tile,q6_K,rvv,prefill,matmul,手调,PASS,0.96,ggml_vec_dot_q6_K_q8_K_vl128(CROSSOP),cross-op vs vl128 手调block-dot,手调,PASS,1.769,ggml_gemm_q6_K_16x1_q8_K(repack),repack opponent·★成色升级 DEFERRED(非 verified hand-brick·F-2 纠)
gemm_tile,iq1_s,rvv,,matmul,标量类,具名-X,0.6643,ggml_vec_dot_iq1_s_q8_K_vl128(CROSSOP),★P2 部署对手落账(ISSUE-004)·rvv 实跳 vl128 手调核(反汇编坐实·thunk rvv=0 纯分发)·CROSSOP 同算子 repack 缺席·tier=S 暂留[ISSUE-007 待裁]·verdict 见 P2_GRID4 ·[P2-grid4-prefill(部署对手): 部署 vl128(CROSSOP)·cold_X 0.6643(s1)/0.6699(s2)·墙=我方 generic-aux32 ins13109/rvv10345/vset4565 vs 对手 vl128 full-unroll ins201/rvv109/vset41(≈65×指令量·vset storm)·便宜档 vs generic 15.20×【降披露】],标量类,具名-X,0.5919,ggml_vec_dot_iq1_s_q8_K_vl256(CROSSOP),★P2 部署对手落账·k1 实跳 vl256 手调核·CROSSOP·tier=S 暂留[ISSUE-007] ·[P2-grid4-prefill(部署对手): 部署 vl256(CROSSOP)·cold_X 0.5919(s1)/0.5913(s2)·墙=generic-aux32 ins13110 vs vl256 full-unroll ins151/rvv89(≈87×)·便宜档 vs generic 16.00×【降披露】]
gemm_tile,iq1_m,rvv,,matmul,标量类,具名-X,0.5713,ggml_vec_dot_iq1_m_q8_K_vl128(CROSSOP),★P2 部署对手落账(ISSUE-004)·rvv 实跳 vl128 手调核·CROSSOP·tier=S 暂留[ISSUE-007]·verdict 见 P2_GRID4 ·[P2-grid4-prefill(部署对手): 部署 vl128(CROSSOP)·cold_X 0.5713(s1)/0.5701(s2)·墙=generic-aux32 ins21018/rvv11922 vs vl128 full-unroll ins231/rvv79(≈91×)·便宜档 vs generic 9.01×【降披露】],标量类,具名-X,0.5945,ggml_vec_dot_iq1_m_q8_K_vl256(CROSSOP),★P2 部署对手落账·k1 实跳 vl256 手调核·CROSSOP·tier=S 暂留[ISSUE-007] ·[P2-grid4-prefill(部署对手): 部署 vl256(CROSSOP)·cold_X 0.5945(s1)/0.5945(s2)·墙=generic-aux32 ins21019 vs vl256 full-unroll ins221/rvv66(≈95×)·便宜档 vs generic 10.15×【降披露】]
gemm_tile,iq2_xxs,rvv,decode,matmul,标量类,具名-X(decode-M1),0.6,ggml scalar-ref(fallback),same-op repack absent→标量参考兜底(§〇.2)·待补标量仗 ·[decode-M1: decode·rvv named-X(单世界clang)·便宜档],标量类,PASS(decode-M1-GEVM),1.13,ggml scalar-ref(fallback),待补标量仗 ·[decode-M1: decode·便宜档-scalar-ref·禁称硬赢]
gemm_tile,iq2_xxs,rvv,prefill,matmul,标量类,PASS,2.32,ggml scalar-ref(fallback),clang世界·opp=ggml scalar-ref(便宜档)·具名-X→PASS·便宜档禁称硬赢(A1§1·s1 2.32/s2 2.34),标量类,PASS,3.02,ggml scalar-ref(fallback),待补标量仗
