gemm|q2_K|repack-gemm|arity2|micro-fixed,g8s3-opp-reparse,mechanism,opp-reparse-symbol-level,g8-stage3-opponent-reparse,n_a(opp-reparse-no-AB),vlen=256,tot1338/rvv361/mac92-REAL-same-op;REAL-hand-brick-NOT-crossop,hot=1.364,m8cold=1.353,coldm1=1.364nr16/1.353nr64-vs-16x1-RVV-handbrick-timing-valid(byte-layout-differs-nbad8114);blockdot-floor-4.65x,n_a,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,factory,ratio_vs_opp=1.364nr16/1.353nr64-cold-vs-REAL-16x1-RVV-handbrick-timing-valid-not-byte-dropin,pending-§6,pending-§6,n_a,n_a,n_a,n_a,n_a,n_a,opp-reparse-clang18-sym,k1-SpacemiTX60-VLEN256-clang18.1.8-Bianbu-core0_3,2026-07-14-g8-stage3-opp-reparse,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,ggml=e36a602(vericurve)+stock-1x16.so,matmul-kernel-sym,1.364nr16/1.353nr64-cold-vs-REAL-16x1-RVV-handbrick-timing-valid-not-byte-dropin,hand-tuned-repack,ggml_gemm_q2_K_8x8_q8_K+16x1,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,clang18-sym,opp=REAL-hand-brick(16x1-deployed;8x8-not-dispatched-riscv),in-denom;PASS@0.8-vs-REAL-16x1-handbrick-1.36x-timing-valid-WIN-REINSTATED(correctness-RESOLVED-aa8f59ab:ours-q2_K-CORRECT-on-deployed-STRAIGHT-layout-nbad0-3shapes-max_rel-1e-4;前序-8x8-fed-WRONG-ggml-stock-permuted-scale-layout=feeding-mismatch-NOT-bug;root=scale-Seq-Parallel-permutation-差;deploy-patch-self-consistent;prior-certs-924dc31f/05f96739-VINDICATED-tested-STRAIGHT-deployed;成色-caveat=deploy-patch-repack-byte-verified-非-stock-drop-in-如q4_K)
gemm|q3_K|repack-gemm|arity2|micro-fixed,g8s3-opp-reparse,mechanism,opp-reparse-symbol-level,g8-stage3-opponent-reparse,n_a(opp-reparse-no-AB),vlen=256,cross-op-NO-q3_K-repack;q3_K-唯一无repack-crossop-vs-blockdot,hot=2.920,m8cold=3.030,coldm1=2.920nr16/3.030nr64-vs-blockdot(q3_K-NO-repack-cross-op),n_a,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,factory,ratio_vs_opp=2.920nr16/3.030nr64-cold-vs-blockdot-cross-op(no-handbrick-exists),pending-§6,pending-§6,n_a,n_a,n_a,n_a,n_a,n_a,opp-reparse-clang18-sym,k1-SpacemiTX60-VLEN256-clang18.1.8-Bianbu-core0_3,2026-07-14-g8-stage3-opp-reparse,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,ggml=e36a602(vericurve)+stock-1x16.so,matmul-kernel-sym,2.920nr16/3.030nr64-cold-vs-blockdot-cross-op(no-handbrick-exists),hand-tuned-CROSSOP,ggml_vec_dot_q3_K_q8_K_vl256,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,clang18-sym,opp=cross-op(q3_K-no-repack·vl256-blockdot),in-denom;PASS@0.8-vs-blockdot(q3_K-no-repack)
gemm|q4_K|repack-gemm|arity2|micro-fixed,g8s3-opp-reparse,mechanism,opp-reparse-symbol-level,g8-stage3-opponent-reparse,n_a(opp-reparse-no-AB),vlen=256,gemv468/rvv209-decode;gemm767/rvv224-prefill;REAL-16x1-hand-brick-sealed-Win-raced,hot=1.187,m8cold=1.161,coldm1=1.187nr16/1.161nr64-vs-16x1-RVV-handbrick-BYTE-drop-in-nbad0;anchor-WinK1VLEN-1.197x-REPRODUCED-vl16(vl8-was-0.622x-flip),n_a,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,factory,ratio_vs_opp=1.187nr16/1.161nr64-cold-vs-REAL-16x1-RVV-handbrick-nbad0-drop-in,pending-§6,pending-§6,n_a,n_a,n_a,n_a,n_a,n_a,opp-reparse-clang18-sym,k1-SpacemiTX60-VLEN256-clang18.1.8-Bianbu-core0_3,2026-07-14-g8-stage3-opp-reparse,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,ggml=e36a602(vericurve)+stock-1x16.so,matmul-kernel-sym,1.187nr16/1.161nr64-cold-vs-REAL-16x1-RVV-handbrick-nbad0-drop-in,hand-tuned-repack,ggml_gemv_q4_K_16x1_q8_K/gemm_16x1,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,clang18-sym,opp=REAL-16x1-hand-brick;anchor=Win-K1-VLEN-sealed-1.197x-decode,in-denom;PASS@0.8-vs-REAL-16x1-handbrick(anchor-reproduced)
gemm|q5_K|repack-gemm|arity2|micro-fixed,g8s3-opp-reparse,mechanism,opp-reparse-symbol-level,g8-stage3-opponent-reparse,n_a(opp-reparse-no-AB),vlen=256,gemm2426/rvv709;gemv1120/rvv319-REAL;REAL-hand-brick-NOT-crossop,hot=4.448,m8cold=4.456,coldm1=4.448nr16/4.456nr64-vs-blockdot-FLOOR;8x8-RVV-handbrick-A-B-DEFERRED-native-layout,n_a,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,factory,ratio_vs_opp=4.448nr16/4.456nr64-cold-vs-blockdot-floor;8x8-handbrick-DEFERRED(native-layout-unreconstructed),pending-§6,pending-§6,n_a,n_a,n_a,n_a,n_a,n_a,opp-reparse-clang18-sym,k1-SpacemiTX60-VLEN256-clang18.1.8-Bianbu-core0_3,2026-07-14-g8-stage3-opp-reparse,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,ggml=e36a602(vericurve)+stock-1x16.so,matmul-kernel-sym,4.448nr16/4.456nr64-cold-vs-blockdot-floor;8x8-handbrick-DEFERRED(native-layout-unreconstructed),hand-tuned-repack,ggml_vec_dot_q5_K_q8_K-blockdot-DEPLOYED,experiments/active/g8-stage3-attack/kquant-gemm-k1-8x8/evidence.md,clang18-sym,opp=block-dot-DEPLOYED(8x8-premise-FALSIFIED-a099e230:get_optimal_repack_type-NO-riscv_v-branch-q5_K→nullptr→no-repack;8x8-symbol=arm/x86-riscv-generic-fallback-vwmacc0-NOT-dispatched;harness-fed-correct-nbad0-vs-indep-ref),in-denom;PASS@0.8-vs-block-dot-DEPLOYED-4.45x(real-opp-source-dispatch-confirmed;ours-repack-GEMM-vs-no-repack-blockdot;same-as-q3_K-no-riscv-repack)
gemm|q6_K|repack-gemm|arity2|micro-fixed,g8s3-opp-reparse,mechanism,opp-reparse-symbol-level,g8-stage3-opponent-reparse,n_a(opp-reparse-no-AB),vlen=256,gemm526/rvv190;gemv528/rvv195-REAL;REAL-hand-brick-NOT-crossop,hot=1.769,m8cold=1.734,coldm1=1.769nr16/1.734nr64-vs-blockdot-FLOOR;8x8-RVV-handbrick-A-B-DEFERRED-native-layout,n_a,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,factory,ratio_vs_opp=1.769nr16/1.734nr64-cold-vs-blockdot-floor;8x8-handbrick-DEFERRED(native-layout-unreconstructed),pending-§6,pending-§6,n_a,n_a,n_a,n_a,n_a,n_a,opp-reparse-clang18-sym,k1-SpacemiTX60-VLEN256-clang18.1.8-Bianbu-core0_3,2026-07-14-g8-stage3-opp-reparse,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,ggml=e36a602(vericurve)+stock-1x16.so,matmul-kernel-sym,1.769nr16/1.734nr64-cold-vs-blockdot-floor;8x8-handbrick-DEFERRED(native-layout-unreconstructed),hand-tuned-repack,ggml_vec_dot_q6_K_q8_K-blockdot-DEPLOYED,experiments/active/g8-stage3-attack/kquant-gemm-k1-8x8/evidence.md,clang18-sym,opp=block-dot-DEPLOYED(8x8-premise-FALSIFIED-a099e230:get_optimal_repack_type-NO-riscv_v-branch-q6_K→nullptr→no-repack;8x8-symbol=arm/x86-riscv-generic-fallback-vwmacc0-NOT-dispatched;harness-fed-correct-nbad0-vs-indep-ref),in-denom;PASS@0.8-vs-block-dot-DEPLOYED-1.77x(real-opp-source-dispatch-confirmed;ours-repack-GEMM-vs-no-repack-blockdot;same-as-q3_K-no-riscv-repack)
vec_dot|iq1_s|typed-grid|arity2|micro-fixed,g8s3-opp-reparse,mechanism,opp-reparse-symbol-level,g8-stage3-opponent-reparse,n_a(opp-reparse-no-AB),vlen=256,tot175/rvv56/mac17/gather3/vset33;vl256-spec-STRONG,hot=0.364,m8cold=0.365,coldm1=0.361,n_a,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,factory,ratio_vs_opp=0.361,pending-§6,pending-§6,n_a,n_a,n_a,n_a,n_a,n_a,opp-reparse-clang18-sym,k1-SpacemiTX60-VLEN256-clang18.1.8-Bianbu-core0_3,2026-07-14-g8-stage3-opp-reparse,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,ggml=e36a602(vericurve)+stock-1x16.so,matmul-kernel-sym,0.361,hand-tuned,ggml_vec_dot_iq1_s_q8_K_vl256,experiments/active/g8-stage3-attack/k1-gevm-sweep/evidence.md,clang18-sym,NAMED-X*gather-emit-maturity-vs-vl256-vectorized-RVV[GAP-IQ-GATHER-VS-VECTORIZED-RVV]*deployed-block-dot-0.394*rvv-gather-widen-lever-NOT-port-VLEN256(i64m4-越界-byte-FAIL-512/512)*残余=标量-grid-index+lever-VLEN256-port-gap,in-denom;FAIL@0.8-NAMED-X-EMIT-MATURITY
vec_dot|iq1_m|typed-grid|arity2|micro-fixed,g8s3-opp-reparse,mechanism,opp-reparse-symbol-level,g8-stage3-opponent-reparse,n_a(opp-reparse-no-AB),vlen=256,tot242/rvv54/mac20/gather1/csrr8;vl256-spec-STRONG,hot=0.243,m8cold=0.245,coldm1=0.250,n_a,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,factory,ratio_vs_opp=0.250,pending-§6,pending-§6,n_a,n_a,n_a,n_a,n_a,n_a,opp-reparse-clang18-sym,k1-SpacemiTX60-VLEN256-clang18.1.8-Bianbu-core0_3,2026-07-14-g8-stage3-opp-reparse,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,ggml=e36a602(vericurve)+stock-1x16.so,matmul-kernel-sym,0.250,hand-tuned,ggml_vec_dot_iq1_m_q8_K_vl256,experiments/active/g8-stage3-attack/k1-gevm-sweep/evidence.md,clang18-sym,NAMED-X*gather-emit-maturity-vs-vl256*deployed-block-dot-0.383*rvv-lever-ports-但-grid-gather-减半仅+6%→0.405(byte-exact)*ISOLATED-真瓶颈=tiny-reduction-非-grid-gather(同rvv iq1_m),in-denom;FAIL@0.8-NAMED-X-EMIT-MATURITY
vec_dot|iq4_nl|typed-codebook|arity2|micro-fixed,g8s3-opp-reparse,mechanism,opp-reparse-symbol-level,g8-stage3-opponent-reparse,n_a(opp-reparse-no-AB),vlen=256,tot101/rvv24/mac6/gather4;codebook-gather-thin-vl256,hot=0.688,m8cold=0.689,coldm1=0.697,n_a,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,factory,ratio_vs_opp=0.697,pending-§6,pending-§6,n_a,n_a,n_a,n_a,n_a,n_a,opp-reparse-clang18-sym,k1-SpacemiTX60-VLEN256-clang18.1.8-Bianbu-core0_3,2026-07-14-g8-stage3-opp-reparse,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,ggml=e36a602(vericurve)+stock-1x16.so,matmul-kernel-sym,0.697,native-vec,ggml_vec_dot_iq4_nl_q8_0_vl256,experiments/active/g8-stage3-attack/k1-gevm-sweep/evidence.md,clang18-sym,NAMED-X*codebook-gather-bound-vs-vl256-native-vec-mid*deployed-block-dot-0.693*repack-leaf-0.248-更差(byte-exact)=repack-DECLINE-JUSTIFIED(codebook-gather-bound·q5赢-vs-iq4_nl输-决定性对照-证-selector-gate-应-per-format-非-blanket),in-denom;FAIL@0.8-NAMED-X(repack-decline-justified)
vec_dot|nvfp4|typed-codebook|arity2|micro-fixed,g8s3-opp-reparse,mechanism,opp-reparse-symbol-level,g8-stage3-opponent-reparse,n_a(opp-reparse-no-AB),vlen=256,tot217/rvv23/mac2/NO-riscv-spec-generic;generic-exists-hand-tuned-absent-same-as-rvv,hot=1.087,m8cold=1.086,coldm1=1.086,n_a,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,naive,ratio_vs_opp=1.086,pending-§6,pending-§6,n_a,n_a,n_a,n_a,n_a,n_a,opp-reparse-clang18-sym,k1-SpacemiTX60-VLEN256-clang18.1.8-Bianbu-core0_3,2026-07-14-g8-stage3-opp-reparse,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,ggml=e36a602(vericurve)+stock-1x16.so,matmul-kernel-sym,1.086,native-vec-generic-weak,ggml_vec_dot_nvfp4_q8_0,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,clang18-sym,opp-immaturity(generic-near-scalar)DISCLOSE,in-denom;PASS@0.8
forward|softmax|reduce-strip|arity1|f32,g8s3-opp-reparse,mechanism,opp-reparse-symbol-level,g8-stage3-opponent-reparse,n_a(opp-reparse-no-AB),vlen=256,leaf-tot81/rvv39-vectorized-expf;wrapper-scalar-setup,hot=1.013,m8cold=n_a,coldm1=1.004,n_a,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,factory,ratio_vs_opp=1.004,pending-§6,pending-§6,n_a,n_a,n_a,n_a,n_a,n_a,opp-reparse-clang18-sym,k1-SpacemiTX60-VLEN256-clang18.1.8-Bianbu-core0_3,2026-07-14-g8-stage3-opp-reparse,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,ggml=e36a602(vericurve)+stock-1x16.so,forward-op,1.004,native-vec,ggml_vec_soft_max_f32,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,clang18-sym,vcpop-shortcircuit-FIXED(9a0b5fa4),in-denom;PASS@0.8
